ID,月,"発生
時間",災害状況,業種(大分類)コード,業種(大分類),業種(中分類)コード,業種(中分類),業種(小分類)コード,業種(小分類),事故の型
250,9,12～13,アパート建築工事において、敷地に隣接する車道との間の斜面（高さ約３．５ｍ）にブロック積擁壁を設置するため、斜面等の土砂をドラグショベルで掘削していたところ、掘削法面の土砂が崩落（推定４立方ｍ）し、法面直下で補助作業に従事していた被災者が生き埋めとなった。被災者は心肺停止状態で病院へ搬送されたが、死亡した。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,崩壊、倒壊
251,9,14～15,新設水道管を布設する工事において、深さ約１．４５ｍ、幅約０．９ｍにて掘削した箇所に入り、布設した水道管を微調整するため、管下をスコップを使って掘っていたところ、側面の土壁が幅約０．５ｍ、長さ約１ｍに渡り崩れ、被災者の腰から下が埋まった。,3,建設業,301,土木工事業,30110,上下水道工事業,崩壊、倒壊
252,9,13～14,外壁改修工事の足場設置に伴う落下防止棚（以下、「朝顔」という。）の設置を足場の１０層目において行っていた。朝顔の骨組みの設置を終え、鋼製足場板を骨組み上に敷き詰めていたところ、朝顔を構成する単管のクランプ（朝顔先端部）が外れたため、鋼製足場板とともに約１８ｍ墜落し、被災した。,3,建設業,303,その他の建設業,30309,その他の建設業－その他,墜落、転落
253,9,8～9,被災者ら３名は２ｔトラックにて現場に向け出発、自動車道を走行中、片側２車線の直線道路で軽ワゴン車と衝突し横転。運転席隣の２名座れる席にいた被災者は車外に投げ出され、搬送先の病院にて死亡した。,3,建設業,302,建築工事業,30209,その他の建築工事業,交通事故（道路）
254,9,8～9,被災者ら３名は２ｔトラックにて現場に向け出発、自動車道を走行中、片側２車線の直線道路で軽ワゴン車と衝突し横転。運転席隣の２名座れる席にいた被災者は車外に投げ出され、搬送先の病院にて死亡した。,3,建設業,302,建築工事業,30209,その他の建築工事業,交通事故（道路）
255,9,5～6,被災者は早朝、自宅に迎えに来た同僚が運転する社有車の後部座席に乗り、会社に向かっていたところ、交差点を赤信号で進入してきたダンプトラックと社有車が衝突し、死亡した。運転していた同僚も休業した。,3,建設業,302,建築工事業,30209,その他の建築工事業,交通事故（道路）
256,9,12～13,大型冷蔵棟の４階冷蔵室において、冷凍庫の電動扉の外側で被災者が台車の整理をしていたところ、これを知らずに他の労働者が冷凍庫の内側から電動扉をロープスイッチで開扉したため、被災者は、その扉板と傍の通路に建て付けられていた手動扉の枠柱との間に上半身を挟まれ、病院搬送後に死亡した。,1,製造業,117,その他の製造業,11709,その他の製造業－その他,はさまれ、巻き込まれ
257,9,10～11,被災者は山林内において檜の間伐作業に従事していたが、被災者の作業箇所の方向からチェーンソーの音がしていないことに気がついた同僚の労働者が様子を見に行ったところ、被災者の伐倒した伐倒木付近で倒れていた被災者が発見された。,6,農林業,602,林業,60201,木材伐出業,激突され
258,9,16～17,木造２階建既設の一戸建て住宅北側の２階屋根下部分に設けられた換気口の点検・補修を行うために、被災者はアルミ製伸縮はしごを用いて、当該点検・補修箇所付近の屋根まで上がろうとしていたところ、はしごを昇っている最中にバランスを崩し、はしごから転落した。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,墜落、転落
259,9,11～12,枠組足場組立作業中、１０層目作業床上（幅１００センチ）で電動ウインチを使用してブレス材の荷揚げ作業を行っている際に、同ブレス材が１０層目上の建枠に引っかかりそのバランスが崩れてしまい、これを保持しようとした被災者が誤って約１７メートル下の１階床面に墜落した。,3,建設業,303,その他の建設業,30309,その他の建設業－その他,墜落、転落
260,9,20～21,被災者は、毎月１回、社で開催される支店長会議に出席した。会議終了後、全員参加の懇親会に出席した後、自宅に帰る途中、駅のホームで転倒、床に頭部を打ち、病院に救急搬送された。搬送先の病院で入院、治療をうけていたが、約１週間後に死亡した。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,転倒
261,9,16～17,被災者は、個人住宅へ夕刊を配達中に、雨で濡れた同住宅の階段上で足を滑らせ仰向けの状態で転落した際に、頭部を強打し、気を失っていた所を外出から帰宅した同住宅の住人に、発見された。医療機関に搬送され、外傷性クモ膜下出血の診断を受け、治療を受けていたものの、災害発生より１３日後に死亡した。,8,商業,802,小売業,80205,新聞販売業,墜落、転落
262,9,15～16,被災者は同一事業場所属の労働者Ａと２名にて天井クレーンの月例点検を行っていた。点検終了後、地上にいたＡがブザーにて合図を行い、クレーン上に人影がないことを目視したのち、ホイストを北に横行操作を行った。被災者がクレーンより降りてこなかった為、Ａが確認したところ、ガーダ歩道上のトロリ線メンテ用のはしごとホイストに被災者が挟まれているのを発見した。病院に搬送されたが、死亡が確認された。,1,製造業,110,鉄鋼業,11001,製鉄・製鋼・圧延業,はさまれ、巻き込まれ
263,9,7～8,被災者は、２ｔトラックを運転し、片側２車線の国道を走行していたが、中央分離帯を越えて反対車線で横転し、対向車と接触し死亡した。,3,建設業,301,土木工事業,30199,その他の土木工事業,交通事故（道路）
264,9,17～18,自動車道下り線において、訪問先の客宅から営業所に戻るため社用車（軽自動車）を運転中に単独事故により進行方向左側の路外に逸脱し、自動車道横の土手に衝突し死亡した。,8,商業,801,卸売業,80109,その他の卸売業,交通事故（道路）
265,9,16～17,被災者が天井クレーン（つり上げ荷重２．８ｔ）を運転し、建築用鉄骨部材（１．２ｔ）を玉掛けし、移動させようとしたところ、玉掛け用具から外れ建築用鉄骨部材が落下し、被災者に当たった。,1,製造業,112,金属製品製造業,11209,その他の金属製品製造業,飛来、落下
